text,label
Corrections in my response: *too instead of two _____ *you instead of go. @teacudi it is okay! No need to get upset abt it. If you apologize than that is great! (created at:2012-04-04 23:44:17),non-cyberbullying
__”_ at all the comments that prove how prevalent racism still is in our society today. (created at:2012-04-05 00:09:27),non-cyberbullying
"@teacudi why would you even point out his past actions, and notice you only pointed out his and not Zimmerman's but you're now saying that you were not saying he deserved it. Stop back tracking! What else was your point? (created at:2012-04-05 02:04:59)",non-cyberbullying
"@breezeybeee you're an uncle Tom, and I hope you die in a car fire. That was disgusting to read coming from a BLACK woman. (created at:2012-04-05 03:07:52)",cyberbullying
And @teacudi was just spouting a bunch of bulllshit that wasn't even true. Dumb bitch can barely put together a sentence. I hope you too die a gruesome death. (created at:2012-04-05 03:09:05),cyberbullying
"Reading these comments over a tragedy, Shows as a human race we have a lot of growing up to do! Smh praying for a falling world _†_ (created at:2012-04-05 05:10:34)",non-cyberbullying
@runl1keh3ll You are telling me that you saying blacks are more racist over this situation isn't ignorant how about you grab the dictionary and look up the word IDIOT.. Yes I do agree that more evidence should be gathered but in the meantime have a little consideration for others when you talk about this tragedy leave race out if it and keep your opinions too yourself. No one gives a damn about them. On that note I am done with you.. #riptrayvon (created at:2012-04-05 05:59:39),non-cyberbullying
@jojo1192 umm hello. Leave race out of it? How about you get a fucking clue. Race is the entire problem in this case. And its what everyone is talking about. And you have the gall to tell me to have consideration while backhandedly calling me in idiot too? Why don't you take a lesson from you're own preaching and have some respect for other people. Maybe if you did that and opened your eyes and ears you would see that in fact not only is race the major issue here its also that people are using race for even more race fueled hatred on both sides. #fyi no one cares about your #moronic #fucking #opinions. So keep them to yourself. On that note #gofuckyourself. #PEACE (created at:2012-04-05 10:11:19),non-cyberbullying
"@y2dre my race doesnt come into account at all! Im not gonna back trayvon just cos hes black knowing he wasnt/isnt completely innocent and let that man (just cos he looks white) take all this crap from people! ____ its not my style cos im part of the HUMAN RACE!! Its quite sad when people feel they have to back someone just cos they have the same colour skin and obviously that means white people cant speak out cos they get called racist.. No one wins!!!! And btw dont think the police would have arrested #zimmerman if he was guilty? Especially with all this race hate being thrown about?? Maybe THEY know something theyre not sharing with people who are just going to follow the crowd. Like i said, DO YOUR OWN RESEARCH (created at:2012-04-05 12:51:07)",non-cyberbullying
@runl1keh3ll lol i totally agree people using the crime to fuel they're own racial hate agendas! The question everyone should ask themselves is.. Why this case? Why is everybody so mad about this one case! There are millions of black kids dying all around the world. (created at:2012-04-05 13:06:28),non-cyberbullying
"We had riots in england last summer, a black guy got shot by a white policeman and the race card was played for like half a minute before people (of all races) decided to take action, instead of one race blaming the other (created at:2012-04-05 13:07:45)",non-cyberbullying
"AND to those saying that everyone is focused on trayvons short comings and not zimmerman.. Well it seems to me that everyone is quick to blame zimmerman so why not display both their flaws. You know, a boy died we all get it! BUT there is too much conspiracy surrounding what happened, the police are only releasing bias information which the media contorts hence most people's views of the situation being reduced to non whites against blacks. Why is the president getting involved in this anyway! He should be calming the situation not fuelling it further.. He makes me so angry sometimes ___ (created at:2012-04-05 13:14:47)",non-cyberbullying
Couldnt agree with you more ! @breezeybeee (created at:2012-04-05 17:25:37),non-cyberbullying
Zimmerman isn't even white. He's a Hispanic that wants to be white. So now start that race war (created at:2012-04-06 01:56:59),non-cyberbullying
@teacudi far from provoking all the idiots are doing it themselves people in this world make me sick black white Spanish doesn't matter a idiot is a idiot!! My head is clear I feel for both families but people talk things they don't know just showing how everyone jumps on the bandwagon!! (created at:2012-04-06 12:31:24),cyberbullying
Lol thank you!! @teacudi ditto (created at:2012-04-06 13:38:24),non-cyberbullying
@breezeybeee I love you lol. I like what you had to say here (created at:2012-04-12 22:42:39),non-cyberbullying
Prettychicity I think u are absalutely right!!!You took the words right out of my mouth!!! JUSTICE will be served!!! (created at:2012-04-18 02:51:17),non-cyberbullying
"The media has blown this story up with untrue facts. We should never fully believe what they say. Both the young man & the shooter had criminal records. The photos shown of the young man are older photos from before he was even a teenager. The only people that know what really happened are the young man, Zimmerman, & God. Besides that, who are we to judge if it was racial or not or if he was out to kill this young man or truly scared. (created at:2012-04-19 21:05:16)",non-cyberbullying
@thekidyousecretlyhate & you don't think black people are racist also? I have mostly black friends & when I go to stores near there homes I am constantly given mean looks when I did nothing wrong. Like you said I can't go back & change what happened in the past but it's not only white people that are racist. (created at:2012-05-08 16:42:50),non-cyberbullying
Zimmerman wasn't even white . (created at:2012-05-09 16:20:36),non-cyberbullying
@briellenicole_ thank you! People just listen to what the media immediately throws out there. (created at:2012-05-09 22:44:00),non-cyberbullying
Sad story ... Even in France we heard it :/ RIP Big Boy ! (created at:2012-05-11 09:32:16),non-cyberbullying
"@_meshay oh wow!! You just proved yourself to be ignorant as hell! Thank you for proving my point about blacks being racist also __”¥ I have done my research sweetie & have you seen the pictures of what your buddy Martin looks like now? Of course white supremacy still exists, did I ever say it didn't??? No!!! So maybe you should read before you post your IGNORANT ass replies. Literally impossible for someone to be racists... SMH. I see black racists everyday where I live. (created at:2012-05-16 01:56:14)",cyberbullying
@_meshay look up the definition of racism... Does it say anywhere that only whites can be racists? It's someone thinking their race is better or superior. It matters what he looks like because black teens that fit his description had been robbing that area & the media played it off like he looked like an innocent 11 year old when that was not the case. (created at:2012-05-16 02:03:57),non-cyberbullying
"@_meshay & specifically where did I say this wasn't 100% Zimmerman being racists or not racists.. I said ""who are we to judge"". (created at:2012-05-16 02:06:26)",non-cyberbullying
"@_meshay wow!!! people like you are the reason this country will never move forward. get your head out your own ass. a ""closet racist""? my black friends are literally hysterically laughing at you... you are not entitled to anything because of the past. my family was in concentration camps in Germany but I do not hate the descendants of the Nazi soldiers. I can't change the past but I can forgive now & I forgive you for not truly understanding how anti-racist I am. (created at:2012-05-16 15:27:24)",non-cyberbullying
want to stop racism ? Stop talking about it. (created at:2012-05-17 08:47:46),non-cyberbullying
then you obviously don't get it. @meshay (created at:2012-05-22 02:25:54),non-cyberbullying
"look up Morgan freeman , stop talking about it . maybe you would get it @melle0401 (created at:2012-05-22 02:44:05)",non-cyberbullying
@_meshay (created at:2012-05-22 07:55:47),non-cyberbullying
"^ha my bad, didn't realize I was tagging the wrong people ___¥± (created at:2012-05-22 07:56:19)",non-cyberbullying
"lololol , OK hun Morgan freeman doesn't know what he's talking about . Sure; and I do know what I'm talking about so hop off . @_meshay (created at:2012-05-22 19:09:23)",non-cyberbullying
Ummm (created at:2012-09-20 19:25:02),non-cyberbullying
"He was try to hurt the mailman,I think (created at:2012-09-20 19:26:10)",non-cyberbullying
This occurred in my city. He caused no harm #riptrayvonmartin (created at:2012-10-24 02:11:34),non-cyberbullying
